1	76.386	76.386	76.386
2	73.295	79.965	76.63
3	73.656	80.228	77.8523333333
4	73.805	80.303	76.9185
5	73.918	80.534	77.7722
6	74.226	80.861	77.4553333333
7	74.63	81.243	77.3771428571
8	74.881	81.197	77.9
9	74.968	81.523	78.4818888889
10	75.489	81.724	78.4976
11	75.563	82.149	79.0053636364
12	76.259	82.207	79.113
13	76.213	111.121	84.4735384615
14	75.595	107.47	87.0391428571
15	76.113	111.367	90.9453333333
16	76.607	112.044	94.0991875
17	77.643	116.783	98.0972352941
18	76.927	121.915	102.297166667
19	79.667	125.33	107.802210526
20	81.876	128.569	112.64235
21	81.662	132.092	116.51452381
22	81.812	135.932	121.163
23	84.16	137.155	126.110347826
24	126.98	140.879	133.321791667
