1	76.787	76.787	76.787
2	73.578	80.601	77.0895
3	74.032	80.485	78.1513333333
4	74.121	80.837	77.34175
5	74.309	80.863	78.1314
6	74.438	80.88	77.5651666667
7	75.063	81.138	77.5991428571
8	75.319	81.765	78.405
9	75.427	81.982	78.9436666667
10	75.83	82.031	78.8219
11	76.546	82.239	79.0450909091
12	76.438	82.63	79.4761666667
13	76.436	102.778	83.5810769231
14	76.368	112.184	88.2442857143
15	76.617	112.665	91.8264
16	76.919	112.69	95.387
17	77.388	119.121	98.6902352941
18	77.587	121.61	103.229555556
19	80.313	126.697	108.278315789
20	84.468	130.018	113.78165
21	83.495	133.468	117.900666667
22	83.925	133.193	121.811136364
23	86.38	138.901	127.749913043
24	120.02	141.021	129.238416667
