1	76.787
10	75.832
10	75.830
10	75.831
10	75.834
10	75.834
10	81.502
10	81.502
10	81.996
10	82.027
10	82.031
11	76.550
11	76.546
11	76.550
11	76.550
11	76.550
11	76.548
11	81.762
11	81.761
11	82.206
11	82.234
11	82.239
12	76.439
12	76.438
12	76.439
12	76.440
12	76.438
12	77.184
12	82.130
12	82.133
12	82.227
12	82.593
12	82.623
12	82.630
13	76.437
13	76.436
13	76.438
13	76.440
13	76.439
13	83.050
13	83.047
13	83.566
13	83.609
13	83.605
13	83.610
13	101.099
13	102.778
14	76.373
14	76.372
14	76.372
14	76.368
14	77.119
14	84.582
14	85.705
14	86.040
14	86.045
14	86.045
14	101.177
14	101.177
14	109.861
14	112.184
15	76.620
15	76.618
15	76.623
15	76.624
15	76.617
15	85.870
15	86.926
15	86.928
15	86.925
15	101.034
15	102.438
15	109.195
15	109.782
15	112.531
15	112.665
16	76.925
16	76.928
16	76.919
16	76.928
16	89.575
16	91.234
16	92.049
16	94.897
16	101.681
16	101.681
16	101.679
16	102.728
16	107.859
16	110.576
16	111.843
16	112.690
17	77.390
17	77.390
17	77.388
17	78.141
17	89.378
17	89.373
17	89.379
17	101.975
17	101.969
17	101.976
17	102.581
17	111.454
17	113.793
17	113.887
17	114.984
17	117.555
17	119.121
18	77.594
18	77.590
18	77.595
18	77.587
18	93.625
18	93.831
18	102.553
18	102.554
18	102.549
18	107.784
18	112.799
18	112.809
18	118.091
18	118.590
18	119.041
18	120.569
18	121.361
18	121.610
19	80.319
19	80.313
19	80.870
19	97.333
19	100.006
19	104.939
19	104.934
19	105.042
19	105.041
19	111.076
19	112.806
19	113.403
19	117.085
19	122.262
19	122.393
19	123.241
19	124.284
19	125.244
19	126.697
2	73.578
2	80.601
20	84.468
20	91.673
20	91.678
20	105.079
20	109.688
20	109.687
20	111.741
20	115.061
20	115.830
20	116.668
20	117.210
20	117.207
20	117.203
20	117.944
20	121.006
20	123.757
20	123.764
20	127.896
20	128.055
20	130.018
21	83.495
21	83.738
21	97.684
21	109.315
21	110.071
21	110.376
21	116.794
21	117.034
21	117.106
21	119.177
21	119.229
21	123.528
21	126.197
21	126.306
21	127.479
21	128.809
21	128.999
21	131.479
21	132.327
21	133.303
21	133.468
22	83.925
22	102.696
22	110.313
22	110.320
22	118.373
22	118.364
22	118.369
22	118.369
22	120.980
22	120.979
22	120.980
22	120.965
22	127.638
22	128.574
22	130.797
22	131.338
22	132.272
22	132.498
22	132.861
22	132.856
22	133.185
22	133.193
23	86.380
23	112.307
23	114.378
23	120.382
23	120.950
23	120.953
23	121.309
23	122.899
23	123.027
23	123.517
23	123.526
23	135.667
23	136.224
23	136.379
23	136.902
23	137.088
23	137.219
23	137.246
23	137.988
23	137.985
23	138.254
23	138.767
23	138.901
24	120.032
24	120.033
24	120.030
24	120.032
24	120.024
24	120.021
24	120.028
24	120.020
24	120.303
24	120.604
24	120.699
24	120.889
24	135.959
24	136.143
24	136.176
24	136.182
24	136.189
24	136.506
24	139.570
24	139.655
24	139.734
24	140.941
24	140.931
24	141.021
3	74.032
3	79.937
3	80.485
4	74.121
4	74.121
4	80.288
4	80.837
5	74.310
5	74.309
5	80.347
5	80.828
5	80.863
6	74.438
6	74.440
6	74.440
6	80.352
6	80.841
6	80.880
7	75.063
7	75.064
7	75.064
7	75.064
7	80.692
7	81.109
7	81.138
8	75.319
8	75.319
8	75.320
8	75.319
8	81.235
8	81.235
8	81.728
8	81.765
9	75.429
9	75.427
9	75.428
9	75.428
9	81.439
9	81.441
9	81.944
9	81.975
9	81.982
