1,0,ssd_tmp,stub_devnull,248,15.682,18.46,4247.46,17.1269,0.784532
1,1,ssd_tmp,stub_devnull,248,15.445,18.315,4208.26,16.9688,0.783223
1,2,ssd_tmp,stub_devnull,248,15.386,18.196,4179.59,16.8532,0.785769
1,3,ssd_tmp,stub_devnull,248,15.436,18.254,4190.12,16.8957,0.794247
1,4,ssd_tmp,stub_devnull,248,15.418,18.194,4181.53,16.861,0.789173
1,0,ssd_tmp,ssd_tmp,248,34.94,37.752,9025.36,36.3926,0.778814
1,1,ssd_tmp,ssd_tmp,248,35.588,38.259,9155.75,36.9183,0.779411
1,2,ssd_tmp,ssd_tmp,248,35.465,38.248,9153.95,36.9111,0.778517
1,3,ssd_tmp,ssd_tmp,248,35.295,38.182,9140.86,36.8583,0.770808
1,4,ssd_tmp,ssd_tmp,248,35.87,38.674,9255.87,37.3221,0.777021
1,0,ssd_tmp,lustre_01ost,248,52.047,54.912,13282.6,53.559,0.787778
1,1,ssd_tmp,lustre_01ost,248,52.256,55.161,13344.9,53.8102,0.779207
1,2,ssd_tmp,lustre_01ost,248,51.811,54.621,13219.4,53.304,0.77228
1,3,ssd_tmp,lustre_01ost,248,52.327,55.213,13358.3,53.864,0.780389
1,4,ssd_tmp,lustre_01ost,248,52.188,55.009,13318.9,53.7052,0.770465
1,0,ssd_tmp,lustre_16ost,248,62.886,65.647,15950.2,64.3155,0.761912
1,1,ssd_tmp,lustre_16ost,248,63.332,66.06,16054.8,64.7373,0.769379
1,2,ssd_tmp,lustre_16ost,248,61.693,64.468,15654.9,63.1246,0.781122
1,3,ssd_tmp,lustre_16ost,248,62.391,65.216,15839.7,63.8699,0.777143
1,4,ssd_tmp,lustre_16ost,248,61.951,64.806,15735.4,63.4494,0.776649
1,0,lustre_01ost,stub_devnull,248,15.708,18.582,4271.87,17.2253,0.797656
1,1,lustre_01ost,stub_devnull,248,15.463,18.235,4190.45,16.897,0.783667
1,2,lustre_01ost,stub_devnull,248,15.383,18.228,4188.06,16.8873,0.790368
1,3,lustre_01ost,stub_devnull,248,15.486,18.269,4193.28,16.9084,0.790036
1,4,lustre_01ost,stub_devnull,248,15.449,18.204,4186.66,16.8817,0.790484
1,0,lustre_01ost,ssd_tmp,248,35.24,37.976,9084.2,36.6298,0.776067
1,1,lustre_01ost,ssd_tmp,248,36.851,39.696,9502.24,38.3155,0.774512
1,2,lustre_01ost,ssd_tmp,248,35.831,38.574,9234.4,37.2355,0.772317
1,3,lustre_01ost,ssd_tmp,248,35.738,38.541,9227.49,37.2076,0.782395
1,4,lustre_01ost,ssd_tmp,248,35.847,38.636,9242.4,37.2677,0.788295
1,0,lustre_01ost,lustre_01ost,248,52.078,54.836,13265.9,53.4917,0.785361
1,1,lustre_01ost,lustre_01ost,248,51.591,54.416,13162.9,53.0761,0.769923
1,2,lustre_01ost,lustre_01ost,248,51.877,54.632,13217.4,53.296,0.786518
1,3,lustre_01ost,lustre_01ost,248,51.932,54.816,13258.8,53.4628,0.780801
1,4,lustre_01ost,lustre_01ost,248,52.191,55.034,13318.3,53.7028,0.775609
1,0,lustre_01ost,lustre_16ost,248,62.697,65.576,15931.7,64.2406,0.775715
1,1,lustre_01ost,lustre_16ost,248,62.518,65.166,15829.7,63.8294,0.75688
1,2,lustre_01ost,lustre_16ost,248,63.03,65.792,15988.2,64.4684,0.765627
1,3,lustre_01ost,lustre_16ost,248,63.024,65.823,15989.6,64.4743,0.774696
1,4,lustre_01ost,lustre_16ost,248,62.93,65.802,15983.6,64.45,0.785409
1,0,lustre_16ost,stub_devnull,248,15.821,18.666,4291.16,17.3031,0.785296
1,1,lustre_16ost,stub_devnull,248,15.507,18.47,4240.3,17.098,0.786657
1,2,lustre_16ost,stub_devnull,248,15.514,18.511,4256.27,17.1624,0.777442
1,3,lustre_16ost,stub_devnull,248,15.512,18.42,4232.83,17.0679,0.779438
1,4,lustre_16ost,stub_devnull,248,15.523,18.47,4243.41,17.1105,0.794665
1,0,lustre_16ost,ssd_tmp,248,35.055,37.839,9035.97,36.4354,0.772299
1,1,lustre_16ost,ssd_tmp,248,37.089,39.846,9541.05,38.472,0.773565
1,2,lustre_16ost,ssd_tmp,248,35.487,38.238,9150.17,36.8958,0.770362
1,3,lustre_16ost,ssd_tmp,248,35.622,38.316,9175.99,37,0.774361
1,4,lustre_16ost,ssd_tmp,248,35.412,38.318,9155.11,36.9158,0.777191
1,0,lustre_16ost,lustre_01ost,248,52.122,54.793,13261.5,53.4736,0.77587
1,1,lustre_16ost,lustre_01ost,248,52.543,55.354,13387.8,53.9829,0.7833
