AvgRes,mp_lustre,9,0
MajorPageFaults,mp_lustre,9,0
MinorPageFaults,mp_lustre,9,513896
VolSwitches,mp_lustre,9,30828
InvolSwitches,mp_lustre,9,4425
Swaps,mp_lustre,9,0
Inputs,mp_lustre,9,0
Outputs,mp_lustre,9,671776
SockSent,mp_lustre,9,0
SockRecv,mp_lustre,9,0
SigsDelivered,mp_lustre,9,0
PageSize,mp_lustre,9,4096
ExitStatus,mp_lustre,9,0
UserSecs,mp_lustre,10,317.72
SystemSecs,mp_lustre,10,12.26
Utilization,mp_lustre,10,1105
WallClock,mp_lustre,10,0:29.84
AvgShrText,mp_lustre,10,0
AvgUnshareData,mp_lustre,10,0
AvgStack,mp_lustre,10,0
AvgTotal,mp_lustre,10,0
MaxRes,mp_lustre,10,4459292
AvgRes,mp_lustre,10,0
MajorPageFaults,mp_lustre,10,0
MinorPageFaults,mp_lustre,10,513822
VolSwitches,mp_lustre,10,27893
InvolSwitches,mp_lustre,10,3746
Swaps,mp_lustre,10,0
Inputs,mp_lustre,10,0
Outputs,mp_lustre,10,672800
SockSent,mp_lustre,10,0
SockRecv,mp_lustre,10,0
SigsDelivered,mp_lustre,10,0
PageSize,mp_lustre,10,4096
ExitStatus,mp_lustre,10,0
UserSecs,mp_lustre,11,318.70
SystemSecs,mp_lustre,11,12.26
Utilization,mp_lustre,11,1108
WallClock,mp_lustre,11,0:29.87
AvgShrText,mp_lustre,11,0
AvgUnshareData,mp_lustre,11,0
AvgStack,mp_lustre,11,0
AvgTotal,mp_lustre,11,0
MaxRes,mp_lustre,11,4464900
AvgRes,mp_lustre,11,0
MajorPageFaults,mp_lustre,11,0
MinorPageFaults,mp_lustre,11,513806
VolSwitches,mp_lustre,11,27687
InvolSwitches,mp_lustre,11,3679
Swaps,mp_lustre,11,0
Inputs,mp_lustre,11,0
Outputs,mp_lustre,11,671776
SockSent,mp_lustre,11,0
SockRecv,mp_lustre,11,0
SigsDelivered,mp_lustre,11,0
PageSize,mp_lustre,11,4096
ExitStatus,mp_lustre,11,0
UserSecs,mp_lustre,12,318.86
SystemSecs,mp_lustre,12,12.23
Utilization,mp_lustre,12,1107
WallClock,mp_lustre,12,0:29.89
AvgShrText,mp_lustre,12,0
AvgUnshareData,mp_lustre,12,0
AvgStack,mp_lustre,12,0
AvgTotal,mp_lustre,12,0
MaxRes,mp_lustre,12,4463132
AvgRes,mp_lustre,12,0
MajorPageFaults,mp_lustre,12,0
MinorPageFaults,mp_lustre,12,513812
VolSwitches,mp_lustre,12,28393
InvolSwitches,mp_lustre,12,4779
Swaps,mp_lustre,12,0
Inputs,mp_lustre,12,0
Outputs,mp_lustre,12,672800
SockSent,mp_lustre,12,0
SockRecv,mp_lustre,12,0
SigsDelivered,mp_lustre,12,0
PageSize,mp_lustre,12,4096
ExitStatus,mp_lustre,12,0
UserSecs,mp_lustre,13,317.74
SystemSecs,mp_lustre,13,12.16
Utilization,mp_lustre,13,1106
WallClock,mp_lustre,13,0:29.82
AvgShrText,mp_lustre,13,0
AvgUnshareData,mp_lustre,13,0
AvgStack,mp_lustre,13,0
AvgTotal,mp_lustre,13,0
MaxRes,mp_lustre,13,4465440
AvgRes,mp_lustre,13,0
MajorPageFaults,mp_lustre,13,0
MinorPageFaults,mp_lustre,13,513795
VolSwitches,mp_lustre,13,28423
InvolSwitches,mp_lustre,13,3053
Swaps,mp_lustre,13,0
Inputs,mp_lustre,13,0
Outputs,mp_lustre,13,671776
SockSent,mp_lustre,13,0
SockRecv,mp_lustre,13,0
SigsDelivered,mp_lustre,13,0
PageSize,mp_lustre,13,4096
ExitStatus,mp_lustre,13,0
UserSecs,mp_lustre,14,315.79
SystemSecs,mp_lustre,14,12.30
Utilization,mp_lustre,14,1098
WallClock,mp_lustre,14,0:29.86
AvgShrText,mp_lustre,14,0
AvgUnshareData,mp_lustre,14,0
AvgStack,mp_lustre,14,0
AvgTotal,mp_lustre,14,0
MaxRes,mp_lustre,14,4458836
AvgRes,mp_lustre,14,0
MajorPageFaults,mp_lustre,14,0
MinorPageFaults,mp_lustre,14,513812
VolSwitches,mp_lustre,14,28562
InvolSwitches,mp_lustre,14,4240
Swaps,mp_lustre,14,0
Inputs,mp_lustre,14,0
Outputs,mp_lustre,14,672800
SockSent,mp_lustre,14,0
SockRecv,mp_lustre,14,0
SigsDelivered,mp_lustre,14,0
PageSize,mp_lustre,14,4096
ExitStatus,mp_lustre,14,0
UserSecs,mp_lustre,15,298.64
SystemSecs,mp_lustre,15,13.18
Utilization,mp_lustre,15,1034
WallClock,mp_lustre,15,0:30.13
AvgShrText,mp_lustre,15,0
AvgUnshareData,mp_lustre,15,0
AvgStack,mp_lustre,15,0
AvgTotal,mp_lustre,15,0
MaxRes,mp_lustre,15,4463392
AvgRes,mp_lustre,15,0
MajorPageFaults,mp_lustre,15,0
MinorPageFaults,mp_lustre,15,513834
VolSwitches,mp_lustre,15,31022
InvolSwitches,mp_lustre,15,3934
Swaps,mp_lustre,15,0
Inputs,mp_lustre,15,0
Outputs,mp_lustre,15,672800
SockSent,mp_lustre,15,0
SockRecv,mp_lustre,15,0
SigsDelivered,mp_lustre,15,0
PageSize,mp_lustre,15,4096
ExitStatus,mp_lustre,15,0
