name	tool	branch	mp_mt	preproc	args
ht-final-block-multi2	hisat	blocked_input_multiout	0	WITH_THREAD_PROFILING=1 EXTRA_FLAGS="-DUSE_FINE_TIMER" WITH_TBB=1 NO_SPINLOCK=1	-I 250 -X 800 --block-bytes 12288 --reads-per-block 44 --no-spliced-alignment --no-temp-splicesite --num-outputs 2
ht-final-block-multi4	hisat	blocked_input_multiout	0	WITH_THREAD_PROFILING=1 EXTRA_FLAGS="-DUSE_FINE_TIMER" WITH_TBB=1 NO_SPINLOCK=1	-I 250 -X 800 --block-bytes 12288 --reads-per-block 44 --no-spliced-alignment --no-temp-splicesite --num-outputs 4
ht-final-block-multi8	hisat	blocked_input_multiout	0	WITH_THREAD_PROFILING=1 EXTRA_FLAGS="-DUSE_FINE_TIMER" WITH_TBB=1 NO_SPINLOCK=1	-I 250 -X 800 --block-bytes 12288 --reads-per-block 44 --no-spliced-alignment --no-temp-splicesite --num-outputs 8
ht-final-block-multi16	hisat	blocked_input_multiout	0	WITH_THREAD_PROFILING=1 EXTRA_FLAGS="-DUSE_FINE_TIMER" WITH_TBB=1 NO_SPINLOCK=1	-I 250 -X 800 --block-bytes 12288 --reads-per-block 44 --no-spliced-alignment --no-temp-splicesite --num-outputs 16
