1	109.311	109.311	109.311
2	116.119	116.119	116.119
3	117.907	117.913	117.909
4	118.888	118.903	118.8925
5	117.822	117.833	117.8272
6	117.682	117.7	117.688166667
7	118.442	118.454	118.449857143
8	118.464	118.479	118.475
9	118.735	118.751	118.746111111
10	119.058	119.08	119.0743
11	119.826	119.851	119.844
12	119.757	119.788	119.780166667
13	119.299	119.348	119.333769231
14	119.338	119.414	119.404714286
15	120.547	120.617	120.604133333
16	120.922	120.991	120.9765625
17	121.17	121.246	121.232294118
18	121.288	121.404	121.391
19	120.225	120.342	120.325526316
20	120.416	120.54	120.51825
21	120.295	120.432	120.404142857
22	122.202	122.362	122.333409091
23	122.708	122.901	122.875782609
24	122.775	122.987	122.954083333
25	124.579	124.756	124.72688
26	121.305	121.529	121.497230769
27	124.029	124.283	124.247
28	121.763	122.024	121.98775
29	124.35	124.622	124.587793103
30	122.025	122.337	122.2935
31	124.932	125.241	125.199354839
32	125.242	125.583	125.5359375
33	125.39	125.747	125.699121212
34	125.855	126.239	126.191147059
35	122.946	123.381	123.328971429
36	126.918	127.369	127.318861111
37	126.743	127.22	127.154162162
38	123.418	123.938	123.880684211
39	127.373	127.874	127.808923077
40	127.657	128.249	128.1907
41	128.777	129.37	129.309512195
42	128.587	129.204	129.13597619
43	128.735	129.373	129.312046512
44	129.127	129.815	129.747295455
45	129.724	130.48	130.412888889
46	129.717	130.518	130.443521739
47	124.961	125.792	125.710361702
48	131.527	131.839	131.7845
49	125.797	126.657	126.578163265
50	131.55	132.424	132.34628
51	132.019	132.954	132.868098039
52	132.134	133.175	133.08575
53	133.383	133.733	133.690528302
54	133.811	134.893	134.787296296
55	133.42	134.584	134.493981818
56	135.299	135.722	135.671267857
57	135.811	136.09	136.037122807
58	129.657	130.145	130.065896552
59	130.278	130.653	130.605050847
60	137.92	138.27	138.211933333
61	138.572	140.011	139.882852459
62	133.775	134.11	134.052354839
63	135.069	135.643	135.577714286
64	143.757	144.269	144.1876875
65	146.051	146.636	146.541738462
66	138.946	140.419	140.249333333
67	148.707	149.429	149.347880597
68	149.616	151.149	151.009970588
69	144.987	145.533	145.420362319
70	146.614	146.966	146.857385714
71	147.542	148.212	148.108380282
72	155.88	157.446	157.258972222
73	157.738	159.436	159.228684932
74	159.333	160.57	160.44377027
75	162.994	163.461	163.327066667
76	163.294	164.044	163.8885
77	163.337	164.863	164.656272727
78	157.561	159.415	159.203628205
79	159.101	159.761	159.594303797
80	159.758	161.554	161.364225
81	161.035	162.849	162.649950617
82	172.345	173.403	173.215780488
83	174.323	174.931	174.744771084
84	174.085	176.016	175.805857143
85	176.923	177.853	177.628517647
86	178.252	179.075	178.87077907
87	179.161	181.072	180.821908046
88	180.231	182.209	181.956977273
89	173.937	175.159	174.901595506
90	175.815	176.758	176.510177778
91	177.21	178.68	178.414208791
92	178.971	180.267	179.985043478
93	189.936	191.239	190.967526882
94	182.297	183.491	183.236010638
95	192.373	193.942	193.651778947
96	194.324	195.203	194.9745
97	196.577	197.542	197.279896907
98	197.473	198.656	198.396591837
99	198.917	199.947	199.702515152
100	200.147	201.302	201.07834
101	201.791	203.783	203.494712871
102	203.074	204.551	204.226372549
103	196.139	197.351	197.087262136
104	206.114	207.336	207.070548077
105	207.75	208.819	208.602752381
106	210.227	211.87	211.611264151
107	210.593	212.534	212.269906542
108	203.658	205.159	204.918037037
109	214.357	215.788	215.542211009
110	216.829	218.169	217.913690909
111	215.699	218.686	218.300495495
112	219.415	221.1	220.857160714
113	220.375	222.321	222.099672566
114	223.859	225.208	224.978675439
115	223.365	225.62	225.398930435
116	220.959	222.524	222.357422414
117	227.073	228.672	228.441726496
118	233.931	234.969	234.808271186
119	228.101	229.726	229.488764706
120	236.498	237.037	236.866066667
