experiment	run	tool	lock	version	sensitivity	paired	threads	seconds
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	pe	1	18.934
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	pe	37	24.17
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	pe	7	20.384
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	pe	31	22.27
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	pe	43	27.044
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	40	23.247
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	1	18.436
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	16	18.93
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	7	18.66
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	46	25.116
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	48	25.627
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	34	21.891
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	22	19.83
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	25	20.228
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	19	20.145
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	10	19.028
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	28	23.21
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	13	19.455
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	4	19.241
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	37	22.591
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	31	21.156
results_48	hisat-no-io	hisat	None (stubbed I/O)	Original parsing	sensitive	unp	43	25.776
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	25	27.799
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	22	27.324
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	10	25.815
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	19	26.841
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	7	25.26
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	48	223.356
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	34	93.049
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	46	195.577
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	16	26.36
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	40	144.052
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	1	30.428
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	43	162.524
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	31	69.062
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	4	24.833
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	37	123.141
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	28	33.061
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	unp	13	26.113
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	13	25.559
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	28	26.859
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	37	28.471
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	1	29.042
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	7	24.741
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	31	27.317
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	43	31.095
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	4	24.338
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	40	29.563
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	16	25.946
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	46	61.058
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	48	67.796
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	34	28.034
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	19	25.991
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	10	25.154
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	25	26.746
results_48	hisat-batch-tt	hisat	batch tinythreads fast_mutex	Optimized parsing	sensitive	pe	22	26.442
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	34	115.356
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	48	220.231
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	46	209.317
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	25	66.402
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	22	52.234
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	10	28.34
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	19	38.934
